,answer,left_method,participant,right_method,test_case
297,stadv,stadv,1e0f0731-4a37-4885-b27f-8a4777e62b38,ifgsm,2640025600
298,korhonen,ifgsm,1e0f0731-4a37-4885-b27f-8a4777e62b38,korhonen,3697493807
299,clear,clear,1e0f0731-4a37-4885-b27f-8a4777e62b38,ifgsm,6351773844
300,stadv,stadv,1bb74b7e-3458-41d9-914a-552edb369e26,ifgsm,2640025600
301,clear,ifgsm,1bb74b7e-3458-41d9-914a-552edb369e26,clear,2640025600
302,stadv,ifgsm,1bb74b7e-3458-41d9-914a-552edb369e26,stadv,2640025600
303,clear,ifgsm,1bb74b7e-3458-41d9-914a-552edb369e26,clear,2640025600
304,clear,ifgsm,1bb74b7e-3458-41d9-914a-552edb369e26,clear,6351773844
305,zhang,ifgsm,1bb74b7e-3458-41d9-914a-552edb369e26,zhang,8639759293
306,clear,clear,1bb74b7e-3458-41d9-914a-552edb369e26,ifgsm,2640025600
307,clear,ifgsm,1bb74b7e-3458-41d9-914a-552edb369e26,clear,2640025600
308,good,good,1bb74b7e-3458-41d9-914a-552edb369e26,bad,v1
309,good,good,1bb74b7e-3458-41d9-914a-552edb369e26,bad,v2
310,clear,clear,1bb74b7e-3458-41d9-914a-552edb369e26,korhonen,3697493807
311,clear,ifgsm,1bb74b7e-3458-41d9-914a-552edb369e26,clear,2640025600
312,clear,clear,1bb74b7e-3458-41d9-914a-552edb369e26,ifgsm,2640025600
313,zhang,ifgsm,1bb74b7e-3458-41d9-914a-552edb369e26,zhang,8639759293
314,clear,clear,1bb74b7e-3458-41d9-914a-552edb369e26,ifgsm,2640025600
315,clear,ifgsm,1bb74b7e-3458-41d9-914a-552edb369e26,clear,2640025600
316,fmgoat,fmgoat,1bb74b7e-3458-41d9-914a-552edb369e26,zhang,8639759293
317,stadv,stadv,1bb74b7e-3458-41d9-914a-552edb369e26,ifgsm,2640025600
318,stadv,stadv,1bb74b7e-3458-41d9-914a-552edb369e26,ifgsm,2640025600
319,clear,clear,1bb74b7e-3458-41d9-914a-552edb369e26,ifgsm,2640025600
320,good,good,1bb74b7e-3458-41d9-914a-552edb369e26,bad,v1
321,fmgoat,fmgoat,1bb74b7e-3458-41d9-914a-552edb369e26,zhang,8639759293
322,clear,ifgsm,1bb74b7e-3458-41d9-914a-552edb369e26,clear,2640025600
323,clear,clear,1bb74b7e-3458-41d9-914a-552edb369e26,ifgsm,2640025600
324,korhonen,ifgsm,1bb74b7e-3458-41d9-914a-552edb369e26,korhonen,3697493807
325,clear,ifgsm,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,clear,2640025600
326,clear,clear,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,korhonen,3697493807
327,ifgsm,ifgsm,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,stadv,2640025600
328,ifgsm,stadv,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,ifgsm,2640025600
329,good,good,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,bad,v4
330,korhonen,korhonen,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,ifgsm,3697493807
331,ifgsm,ifgsm,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,stadv,2640025600
332,fmgoat,fmgoat,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,zhang,8639759293
333,clear,clear,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,ifgsm,2640025600
334,clear,ifgsm,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,clear,2640025600
335,good,good,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,bad,v4
336,ifgsm,ifgsm,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,stadv,2640025600
337,ifgsm,ifgsm,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,stadv,2640025600
338,clear,clear,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,ifgsm,2640025600
339,clear,clear,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,korhonen,3697493807
340,ifgsm,stadv,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,ifgsm,2640025600
341,good,good,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,bad,v3
342,clear,ifgsm,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,clear,2640025600
343,clear,stadv,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,clear,8639759293
344,korhonen,korhonen,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,ifgsm,3697493807
345,clear,ifgsm,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,clear,2640025600
346,korhonen,korhonen,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,ifgsm,3697493807
347,clear,ifgsm,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,clear,2640025600
348,clear,ifgsm,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,clear,2640025600
349,clear,clear,a4317d2c-25e9-4cfe-9e79-b2d6cd614165,korhonen,3697493807
350,fmgoat,stadv,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,fmgoat,3697493807
351,fmgoat,stadv,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,fmgoat,3697493807
352,clear,clear,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,korhonen,10740727595
353,fmgoat,zhang,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,fmgoat,6351773844
354,fmgoat,stadv,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,fmgoat,3697493807
355,clear,clear,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,korhonen,10740727595
356,fmgoat,fmgoat,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,zhang,6351773844
357,korhonen,stadv,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,korhonen,8639759293
358,clear,zhang,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,clear,10740727595
359,clear,clear,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,korhonen,8639759293
360,,clear,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,fmgoat,10740727595
361,korhonen,stadv,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,korhonen,8639759293
362,good,good,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,bad,v6
363,good,good,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,bad,v2
364,fmgoat,fmgoat,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,stadv,3697493807
365,fmgoat,stadv,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,fmgoat,3697493807
366,korhonen,stadv,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,korhonen,10740727595
367,fmgoat,korhonen,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,fmgoat,6351773844
368,good,good,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,bad,v4
369,korhonen,korhonen,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,stadv,10740727595
370,korhonen,korhonen,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,stadv,8639759293
371,korhonen,korhonen,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,stadv,8639759293
372,korhonen,korhonen,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,stadv,10740727595
373,fmgoat,stadv,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,fmgoat,3697493807
374,,fmgoat,b6099e2c-2eaa-4e06-b72c-f5a3bc20df05,clear,10740727595
375,korhonen,stadv,d158f60a-6923-4ad4-a0e9-e30a0cd68143,korhonen,8639759293
376,good,good,d158f60a-6923-4ad4-a0e9-e30a0cd68143,bad,v3
377,fmgoat,stadv,d158f60a-6923-4ad4-a0e9-e30a0cd68143,fmgoat,3697493807
378,fmgoat,stadv,d158f60a-6923-4ad4-a0e9-e30a0cd68143,fmgoat,3697493807
379,fmgoat,fmgoat,d158f60a-6923-4ad4-a0e9-e30a0cd68143,stadv,3697493807
380,fmgoat,korhonen,d158f60a-6923-4ad4-a0e9-e30a0cd68143,fmgoat,10740727595
381,clear,clear,d158f60a-6923-4ad4-a0e9-e30a0cd68143,stadv,9646776074
382,clear,clear,d158f60a-6923-4ad4-a0e9-e30a0cd68143,stadv,9646776074
383,clear,clear,d158f60a-6923-4ad4-a0e9-e30a0cd68143,stadv,9646776074
384,clear,korhonen,d158f60a-6923-4ad4-a0e9-e30a0cd68143,clear,8639759293
385,clear,clear,d158f60a-6923-4ad4-a0e9-e30a0cd68143,zhang,10740727595
386,clear,korhonen,d158f60a-6923-4ad4-a0e9-e30a0cd68143,clear,8639759293
387,clear,korhonen,d158f60a-6923-4ad4-a0e9-e30a0cd68143,clear,8639759293
388,korhonen,korhonen,d158f60a-6923-4ad4-a0e9-e30a0cd68143,stadv,8639759293
389,fmgoat,fmgoat,d158f60a-6923-4ad4-a0e9-e30a0cd68143,stadv,3697493807
390,fmgoat,fmgoat,d158f60a-6923-4ad4-a0e9-e30a0cd68143,korhonen,10740727595
391,clear,zhang,d158f60a-6923-4ad4-a0e9-e30a0cd68143,clear,10740727595
392,fmgoat,fmgoat,d158f60a-6923-4ad4-a0e9-e30a0cd68143,stadv,3697493807
393,korhonen,korhonen,d158f60a-6923-4ad4-a0e9-e30a0cd68143,stadv,8639759293
394,fmgoat,korhonen,d158f60a-6923-4ad4-a0e9-e30a0cd68143,fmgoat,9646776074
395,good,good,d158f60a-6923-4ad4-a0e9-e30a0cd68143,bad,v3
396,fmgoat,fmgoat,d158f60a-6923-4ad4-a0e9-e30a0cd68143,korhonen,10740727595
397,fmgoat,fmgoat,d158f60a-6923-4ad4-a0e9-e30a0cd68143,zhang,6351773844
398,good,good,d158f60a-6923-4ad4-a0e9-e30a0cd68143,bad,v1
399,fmgoat,fmgoat,d158f60a-6923-4ad4-a0e9-e30a0cd68143,stadv,3697493807
400,fmgoat,fmgoat,31d61cfa-94bf-412c-81dd-d03c4f878a41,zhang,6351773844
401,clear,clear,31d61cfa-94bf-412c-81dd-d03c4f878a41,stadv,9646776074
402,clear,zhang,31d61cfa-94bf-412c-81dd-d03c4f878a41,clear,10740727595
403,clear,clear,31d61cfa-94bf-412c-81dd-d03c4f878a41,korhonen,8639759293
404,fmgoat,stadv,31d61cfa-94bf-412c-81dd-d03c4f878a41,fmgoat,3697493807
405,korhonen,stadv,31d61cfa-94bf-412c-81dd-d03c4f878a41,korhonen,8639759293
406,clear,clear,31d61cfa-94bf-412c-81dd-d03c4f878a41,stadv,9646776074
407,clear,stadv,31d61cfa-94bf-412c-81dd-d03c4f878a41,clear,9646776074
408,korhonen,korhonen,31d61cfa-94bf-412c-81dd-d03c4f878a41,stadv,8639759293
409,clear,korhonen,31d61cfa-94bf-412c-81dd-d03c4f878a41,clear,10740727595
410,good,good,31d61cfa-94bf-412c-81dd-d03c4f878a41,bad,v4
411,korhonen,korhonen,31d61cfa-94bf-412c-81dd-d03c4f878a41,stadv,8639759293
412,clear,clear,31d61cfa-94bf-412c-81dd-d03c4f878a41,stadv,9646776074
413,fmgoat,korhonen,31d61cfa-94bf-412c-81dd-d03c4f878a41,fmgoat,6351773844
414,fmgoat,fmgoat,31d61cfa-94bf-412c-81dd-d03c4f878a41,stadv,3697493807
415,fmgoat,korhonen,31d61cfa-94bf-412c-81dd-d03c4f878a41,fmgoat,10740727595
416,clear,clear,31d61cfa-94bf-412c-81dd-d03c4f878a41,korhonen,8639759293
417,good,good,31d61cfa-94bf-412c-81dd-d03c4f878a41,bad,v7
418,fmgoat,stadv,31d61cfa-94bf-412c-81dd-d03c4f878a41,fmgoat,3697493807
419,fmgoat,fmgoat,31d61cfa-94bf-412c-81dd-d03c4f878a41,stadv,3697493807
420,clear,stadv,31d61cfa-94bf-412c-81dd-d03c4f878a41,clear,6351773844
421,good,bad,31d61cfa-94bf-412c-81dd-d03c4f878a41,good,v7
422,fmgoat,fmgoat,31d61cfa-94bf-412c-81dd-d03c4f878a41,stadv,3697493807
423,,korhonen,31d61cfa-94bf-412c-81dd-d03c4f878a41,stadv,10740727595
424,,clear,31d61cfa-94bf-412c-81dd-d03c4f878a41,fmgoat,10740727595
425,korhonen,stadv,b381a8bd-c830-423e-91af-49de8346de4c,korhonen,8639759293
426,clear,clear,b381a8bd-c830-423e-91af-49de8346de4c,korhonen,8639759293
427,,clear,b381a8bd-c830-423e-91af-49de8346de4c,korhonen,8639759293
428,clear,zhang,b381a8bd-c830-423e-91af-49de8346de4c,clear,10740727595
429,fmgoat,fmgoat,b381a8bd-c830-423e-91af-49de8346de4c,korhonen,6351773844
430,good,good,b381a8bd-c830-423e-91af-49de8346de4c,bad,v5
431,korhonen,stadv,b381a8bd-c830-423e-91af-49de8346de4c,korhonen,8639759293
432,fmgoat,stadv,b381a8bd-c830-423e-91af-49de8346de4c,fmgoat,3697493807
433,fmgoat,fmgoat,b381a8bd-c830-423e-91af-49de8346de4c,stadv,3697493807
434,clear,clear,b381a8bd-c830-423e-91af-49de8346de4c,zhang,10740727595
435,fmgoat,fmgoat,b381a8bd-c830-423e-91af-49de8346de4c,stadv,3697493807
436,korhonen,korhonen,b381a8bd-c830-423e-91af-49de8346de4c,stadv,8639759293
437,fmgoat,fmgoat,b381a8bd-c830-423e-91af-49de8346de4c,stadv,3697493807
438,,stadv,b381a8bd-c830-423e-91af-49de8346de4c,korhonen,10740727595
439,clear,clear,b381a8bd-c830-423e-91af-49de8346de4c,korhonen,8639759293
440,clear,korhonen,b381a8bd-c830-423e-91af-49de8346de4c,clear,10740727595
441,clear,zhang,b381a8bd-c830-423e-91af-49de8346de4c,clear,10740727595
442,korhonen,stadv,b381a8bd-c830-423e-91af-49de8346de4c,korhonen,8639759293
443,korhonen,stadv,b381a8bd-c830-423e-91af-49de8346de4c,korhonen,8639759293
444,fmgoat,fmgoat,b381a8bd-c830-423e-91af-49de8346de4c,stadv,3697493807
445,fmgoat,korhonen,b381a8bd-c830-423e-91af-49de8346de4c,fmgoat,10740727595
446,good,bad,b381a8bd-c830-423e-91af-49de8346de4c,good,v3
447,fmgoat,fmgoat,b381a8bd-c830-423e-91af-49de8346de4c,stadv,3697493807
448,good,bad,b381a8bd-c830-423e-91af-49de8346de4c,good,v5
449,korhonen,clear,b381a8bd-c830-423e-91af-49de8346de4c,korhonen,8639759293
450,clear,clear,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,korhonen,8639759293
451,clear,clear,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,fmgoat,10740727595
452,fmgoat,fmgoat,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,korhonen,9646776074
453,clear,zhang,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,clear,10740727595
454,clear,clear,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,stadv,6351773844
455,good,good,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,bad,v3
456,fmgoat,fmgoat,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,stadv,3697493807
457,clear,clear,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,korhonen,8639759293
458,clear,clear,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,korhonen,8639759293
459,fmgoat,korhonen,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,fmgoat,9646776074
460,fmgoat,fmgoat,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,stadv,3697493807
461,good,bad,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,good,v3
462,good,good,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,bad,v3
463,stadv,korhonen,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,stadv,8639759293
464,fmgoat,korhonen,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,fmgoat,10740727595
465,fmgoat,korhonen,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,fmgoat,9646776074
466,fmgoat,fmgoat,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,stadv,3697493807
467,fmgoat,fmgoat,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,clear,10740727595
468,clear,clear,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,korhonen,10740727595
469,clear,clear,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,korhonen,8639759293
470,fmgoat,stadv,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,fmgoat,3697493807
471,clear,clear,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,zhang,10740727595
472,clear,clear,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,korhonen,8639759293
473,clear,clear,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,korhonen,8639759293
474,fmgoat,fmgoat,553f09f4-8bf0-462a-9e41-5f6afcaaf0c4,stadv,3697493807
475,korhonen,korhonen,a465334f-351d-4a18-8237-5ee41da19c4c,stadv,3697493807
476,ifgsm,ifgsm,a465334f-351d-4a18-8237-5ee41da19c4c,stadv,10740727595
477,zhang,stadv,a465334f-351d-4a18-8237-5ee41da19c4c,zhang,10740727595
478,korhonen,korhonen,a465334f-351d-4a18-8237-5ee41da19c4c,stadv,3697493807
479,ifgsm,ifgsm,a465334f-351d-4a18-8237-5ee41da19c4c,stadv,10740727595
480,good,bad,a465334f-351d-4a18-8237-5ee41da19c4c,good,v6
481,korhonen,korhonen,a465334f-351d-4a18-8237-5ee41da19c4c,stadv,3697493807
482,korhonen,korhonen,a465334f-351d-4a18-8237-5ee41da19c4c,stadv,3697493807
483,korhonen,korhonen,a465334f-351d-4a18-8237-5ee41da19c4c,stadv,3697493807
484,korhonen,ifgsm,a465334f-351d-4a18-8237-5ee41da19c4c,korhonen,8639759293
485,korhonen,korhonen,a465334f-351d-4a18-8237-5ee41da19c4c,stadv,3697493807
486,korhonen,ifgsm,a465334f-351d-4a18-8237-5ee41da19c4c,korhonen,8639759293
487,ifgsm,korhonen,a465334f-351d-4a18-8237-5ee41da19c4c,ifgsm,8639759293
488,korhonen,korhonen,a465334f-351d-4a18-8237-5ee41da19c4c,stadv,3697493807
489,zhang,zhang,a465334f-351d-4a18-8237-5ee41da19c4c,stadv,10740727595
490,good,good,a465334f-351d-4a18-8237-5ee41da19c4c,bad,v1
491,good,bad,a465334f-351d-4a18-8237-5ee41da19c4c,good,v4
492,fmgoat,fmgoat,a465334f-351d-4a18-8237-5ee41da19c4c,stadv,9646776074
493,zhang,stadv,a465334f-351d-4a18-8237-5ee41da19c4c,zhang,10740727595
494,ifgsm,korhonen,a465334f-351d-4a18-8237-5ee41da19c4c,ifgsm,8639759293
495,korhonen,ifgsm,a465334f-351d-4a18-8237-5ee41da19c4c,korhonen,8639759293
496,ifgsm,clear,a465334f-351d-4a18-8237-5ee41da19c4c,ifgsm,9646776074
497,,korhonen,a465334f-351d-4a18-8237-5ee41da19c4c,ifgsm,8639759293
498,,korhonen,a465334f-351d-4a18-8237-5ee41da19c4c,zhang,9646776074
499,,korhonen,a465334f-351d-4a18-8237-5ee41da19c4c,ifgsm,8639759293
500,zhang,zhang,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,stadv,10740727595
501,ifgsm,stadv,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,ifgsm,6351773844
502,korhonen,ifgsm,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,korhonen,8639759293
503,good,good,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,bad,v7
504,korhonen,stadv,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,korhonen,3697493807
505,korhonen,korhonen,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,ifgsm,8639759293
506,ifgsm,stadv,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,ifgsm,6351773844
507,good,bad,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,good,v1
508,clear,clear,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,ifgsm,9646776074
509,zhang,zhang,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,korhonen,9646776074
510,zhang,zhang,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,stadv,10740727595
511,ifgsm,stadv,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,ifgsm,6351773844
512,zhang,zhang,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,stadv,10740727595
513,fmgoat,fmgoat,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,stadv,9646776074
514,korhonen,ifgsm,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,korhonen,8639759293
515,ifgsm,ifgsm,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,stadv,6351773844
516,ifgsm,stadv,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,ifgsm,6351773844
517,ifgsm,ifgsm,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,korhonen,8639759293
518,good,bad,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,good,v3
519,ifgsm,ifgsm,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,stadv,6351773844
520,korhonen,ifgsm,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,korhonen,8639759293
521,korhonen,korhonen,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,stadv,3697493807
522,korhonen,ifgsm,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,korhonen,8639759293
523,korhonen,ifgsm,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,korhonen,8639759293
524,korhonen,ifgsm,3bb6ecd3-6a48-4bd2-8a84-1cc6eedc5a43,korhonen,8639759293
525,korhonen,korhonen,bfa01b95-68c5-430b-838f-b080dd6f345d,ifgsm,8639759293
526,zhang,stadv,bfa01b95-68c5-430b-838f-b080dd6f345d,zhang,10740727595
527,good,bad,bfa01b95-68c5-430b-838f-b080dd6f345d,good,v3
528,korhonen,ifgsm,bfa01b95-68c5-430b-838f-b080dd6f345d,korhonen,8639759293
529,clear,clear,bfa01b95-68c5-430b-838f-b080dd6f345d,ifgsm,9646776074
530,good,bad,bfa01b95-68c5-430b-838f-b080dd6f345d,good,v1
531,korhonen,ifgsm,bfa01b95-68c5-430b-838f-b080dd6f345d,korhonen,8639759293
532,korhonen,ifgsm,bfa01b95-68c5-430b-838f-b080dd6f345d,korhonen,8639759293
533,zhang,zhang,bfa01b95-68c5-430b-838f-b080dd6f345d,stadv,10740727595
534,korhonen,ifgsm,bfa01b95-68c5-430b-838f-b080dd6f345d,korhonen,8639759293
535,ifgsm,stadv,bfa01b95-68c5-430b-838f-b080dd6f345d,ifgsm,6351773844
536,zhang,korhonen,bfa01b95-68c5-430b-838f-b080dd6f345d,zhang,9646776074
537,ifgsm,ifgsm,bfa01b95-68c5-430b-838f-b080dd6f345d,stadv,10740727595
538,ifgsm,ifgsm,bfa01b95-68c5-430b-838f-b080dd6f345d,stadv,6351773844
539,good,bad,bfa01b95-68c5-430b-838f-b080dd6f345d,good,v3
540,fmgoat,fmgoat,bfa01b95-68c5-430b-838f-b080dd6f345d,stadv,9646776074
541,korhonen,korhonen,bfa01b95-68c5-430b-838f-b080dd6f345d,ifgsm,8639759293
542,ifgsm,ifgsm,bfa01b95-68c5-430b-838f-b080dd6f345d,stadv,10740727595
543,korhonen,stadv,bfa01b95-68c5-430b-838f-b080dd6f345d,korhonen,3697493807
544,korhonen,ifgsm,bfa01b95-68c5-430b-838f-b080dd6f345d,korhonen,8639759293
545,korhonen,korhonen,bfa01b95-68c5-430b-838f-b080dd6f345d,stadv,3697493807
546,ifgsm,korhonen,bfa01b95-68c5-430b-838f-b080dd6f345d,ifgsm,8639759293
547,korhonen,stadv,bfa01b95-68c5-430b-838f-b080dd6f345d,korhonen,3697493807
548,ifgsm,ifgsm,bfa01b95-68c5-430b-838f-b080dd6f345d,korhonen,8639759293
549,korhonen,stadv,bfa01b95-68c5-430b-838f-b080dd6f345d,korhonen,3697493807
550,korhonen,ifgsm,59d5983e-aa67-445e-a2c8-3f5125257285,korhonen,8639759293
551,korhonen,ifgsm,59d5983e-aa67-445e-a2c8-3f5125257285,korhonen,8639759293
552,ifgsm,korhonen,59d5983e-aa67-445e-a2c8-3f5125257285,ifgsm,10740727595
553,ifgsm,ifgsm,59d5983e-aa67-445e-a2c8-3f5125257285,korhonen,10740727595
554,zhang,stadv,59d5983e-aa67-445e-a2c8-3f5125257285,zhang,6351773844
555,zhang,stadv,59d5983e-aa67-445e-a2c8-3f5125257285,zhang,6351773844
556,ifgsm,korhonen,59d5983e-aa67-445e-a2c8-3f5125257285,ifgsm,10740727595
557,fmgoat,korhonen,59d5983e-aa67-445e-a2c8-3f5125257285,fmgoat,8639759293
558,zhang,zhang,59d5983e-aa67-445e-a2c8-3f5125257285,stadv,6351773844
559,ifgsm,ifgsm,59d5983e-aa67-445e-a2c8-3f5125257285,korhonen,10740727595
560,ifgsm,ifgsm,59d5983e-aa67-445e-a2c8-3f5125257285,korhonen,8639759293
561,good,good,59d5983e-aa67-445e-a2c8-3f5125257285,bad,v4
562,zhang,zhang,59d5983e-aa67-445e-a2c8-3f5125257285,stadv,6351773844
563,ifgsm,ifgsm,59d5983e-aa67-445e-a2c8-3f5125257285,korhonen,10740727595
564,korhonen,korhonen,59d5983e-aa67-445e-a2c8-3f5125257285,ifgsm,8639759293
565,ifgsm,korhonen,59d5983e-aa67-445e-a2c8-3f5125257285,ifgsm,10740727595
566,ifgsm,ifgsm,59d5983e-aa67-445e-a2c8-3f5125257285,korhonen,10740727595
567,korhonen,korhonen,59d5983e-aa67-445e-a2c8-3f5125257285,ifgsm,8639759293
568,clear,korhonen,59d5983e-aa67-445e-a2c8-3f5125257285,clear,9646776074
569,fmgoat,stadv,59d5983e-aa67-445e-a2c8-3f5125257285,fmgoat,9646776074
570,zhang,zhang,59d5983e-aa67-445e-a2c8-3f5125257285,stadv,6351773844
571,good,good,59d5983e-aa67-445e-a2c8-3f5125257285,bad,v3
572,korhonen,ifgsm,59d5983e-aa67-445e-a2c8-3f5125257285,korhonen,3697493807
573,korhonen,ifgsm,59d5983e-aa67-445e-a2c8-3f5125257285,korhonen,3697493807
574,good,good,59d5983e-aa67-445e-a2c8-3f5125257285,bad,v6
575,fmgoat,stadv,f445541e-0a83-495d-a853-574df3fb706f,fmgoat,9646776074
576,korhonen,korhonen,f445541e-0a83-495d-a853-574df3fb706f,ifgsm,8639759293
577,zhang,stadv,f445541e-0a83-495d-a853-574df3fb706f,zhang,6351773844
578,ifgsm,ifgsm,f445541e-0a83-495d-a853-574df3fb706f,korhonen,10740727595
579,zhang,stadv,f445541e-0a83-495d-a853-574df3fb706f,zhang,6351773844
580,korhonen,korhonen,f445541e-0a83-495d-a853-574df3fb706f,fmgoat,8639759293
581,korhonen,korhonen,f445541e-0a83-495d-a853-574df3fb706f,ifgsm,10740727595
582,good,bad,f445541e-0a83-495d-a853-574df3fb706f,good,v5
583,good,bad,f445541e-0a83-495d-a853-574df3fb706f,good,v5
584,zhang,zhang,f445541e-0a83-495d-a853-574df3fb706f,stadv,6351773844
585,korhonen,ifgsm,f445541e-0a83-495d-a853-574df3fb706f,korhonen,10740727595
586,korhonen,korhonen,f445541e-0a83-495d-a853-574df3fb706f,fmgoat,8639759293
587,korhonen,korhonen,f445541e-0a83-495d-a853-574df3fb706f,fmgoat,8639759293
588,korhonen,clear,f445541e-0a83-495d-a853-574df3fb706f,korhonen,9646776074
589,fmgoat,stadv,f445541e-0a83-495d-a853-574df3fb706f,fmgoat,9646776074
590,korhonen,korhonen,f445541e-0a83-495d-a853-574df3fb706f,ifgsm,3697493807
591,zhang,stadv,f445541e-0a83-495d-a853-574df3fb706f,zhang,6351773844
592,fmgoat,fmgoat,f445541e-0a83-495d-a853-574df3fb706f,korhonen,8639759293
